created_at,id_str,source,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,user_id_str,user_name,user_screen_name,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,full_text,entities_hashtags,entities_user_mentions
2019-03-06 19:09,1.10326635530898E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,srikant konda,KondaSrikant,None,None,1,0,0,Your app is very slow..... Increase handling speed of DBS app,,
2019-03-06 18:51,1.10326183762421E+018,None,None,3141030385,digibank,None,Sandeep Mittakola,sandeepm_06,None,None,1,0,0,How many upi transactions per day or month can i do with my digibank ?. It is getting the error message that you have exceeded 24 hours transaction amount limit set by your bank It is very bank and also no customer service.,,
2019-03-06 18:08,1.10325090928544E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Brijesh Tatu,Meenabrijesh4,None,None,1,0,0,KYC IN JAIPUR when?,,
2019-03-06 16:27,1.1032255534426E+018,None,None,3141030385,digibank,None,Pravin,PravinrajLR,None,None,1,0,0,Install and check how bad it is. Only users knows how painful it is.,,
2019-03-06 16:19,1.10322347439763E+018,None,None,3141030385 479833157,digibank vijay_ev,None,sarat@1946,moonraker1235,None,None,1,0,0,"So, one can open digu savings by getting biometric verification at the HYD branch?",,
2019-03-06 16:16,1.10322276362242E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,sarat@1946,moonraker1235,None,None,0,0,0,What is the address of branch in HYD?,,
2019-03-06 15:52,1.10321674605434E+018,None,None,,,None,mansukhlal bhatti,b57f6bc063cb435,None,None,1,0,0,@digibank no error message received. I have tried UPI and IMPS also.,,digibank
2019-03-06 14:58,1.1032030639327E+018,None,None,,,None,Geethanadh,geethanadh_p,None,None,1,0,0,"@digibank when will I get digibucks cashback for January, is there anywhere I can see how many bucks I got?",,digibank
2019-03-06 11:51,1.10315603671278E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Parvez,Parvez74553147,None,None,1,0,0,KYC available at Hyderabad ?,,
2019-03-06 10:27,1.10313490512542E+018,None,None,3141030385,digibank,None,Pravin,PravinrajLR,None,None,1,0,0,UI is laggy.,,
2019-03-06 10:23,1.10313400685644E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Pratik Jain,pratikjain164,None,None,1,0,0,Hi @DBSBankIndia please connect me to your acquisitions team. Have a perfect property for DBS in Nashik.,,DBSBankIndia
2019-03-06 09:44,1.1031241849038E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Satish Chandra Maurya,SATISHCM001,None,None,1,0,0,Many many congratulations....,,
2019-03-06 02:38,1.10301684269047E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Anil Kumar Shukla,AnilKum10444605,None,None,1,0,0,I wish to be legal Advisor of the bank.Anil Kumar Shukla Advocate kanpur,,
2019-03-06 00:53,1.10299047184287E+018,None,None,,,None,mansukhlal bhatti,b57f6bc063cb435,None,None,0,0,0,@digibank I am not able to add money in my dgbank account from my other bank.,,digibank
2019-03-05 23:45,1.10297339291376E+018,None,None,3141030385 988724068273795073,digibank ImKrishnenduRoy,None,mansukhlal bhatti,b57f6bc063cb435,None,None,1,0,0,I can not add money in my dgbank from my other bank account. Please help me.,,
2019-03-05 23:40,1.10297208443771E+018,None,None,,,None,mansukhlal bhatti,b57f6bc063cb435,None,None,0,0,0,@digibank I can not add money in my DGBANK from my bank,,digibank
2019-03-05 23:20,1.10296714005793E+018,None,None,3141030385,digibank,None,Deepen Vasant,deeepn,None,None,1,0,0,Can’t do that for new accounts. Can’t wait till 10th. Can you help send it manually ?,,
2019-03-05 23:09,1.10296424003226E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Novin,novinv,None,None,1,0,0,Welcome to India @DBSBankIndia @digibank .,,DBSBankIndia digibank
2019-03-05 22:00,1.10294710697989E+018,None,None,3141030385,digibank,None,मकरंद (Makrand),makrand_san,None,None,1,0,0,"What details. This is happening with everyone for net banking. Ask ur team to fix issues, instead of giving template replies.",,
2019-03-05 19:46,1.10291320740713E+018,None,None,3141030385,digibank,None,Pradeep Belwal,ImPradeepBelwal,None,None,1,0,0,,,
2019-03-05 19:40,1.10291182587039E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Debabrata Majumder,debabratam04,None,None,1,0,1,I have digi savings account. Digi bank provided best services for customer.,,
2019-03-05 19:34,1.10291030871952E+018,None,None,3141030385,digibank,None,Pradeep Belwal,ImPradeepBelwal,None,None,0,0,0,please help step to steps how to return in log in..,,
2019-03-05 19:33,1.10290997936172E+018,None,None,3141030385,digibank,None,Pradeep Belwal,ImPradeepBelwal,None,None,0,0,0,,,
2019-03-05 19:23,1.10290744377912E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Avinash Kale,draskale,None,None,1,0,0,Opening new account for aurangabad ?,,
2019-03-05 19:04,1.10290280885914E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Aamir Shaikh,AamirSh92486230,None,None,1,0,0,So which services are we are going to get ?,,
2019-03-05 19:01,1.10290194684162E+018,None,None,3141030385,digibank,None,Vijay Bhaskar EV,vijay_ev,None,None,1,0,0,address!?,,
2019-03-05 18:43,1.10289753911469E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,vinod kumar medam,vinod_medam,None,None,1,0,0,Did u start KYC verification in #Hyderabad or not?,Hyderabad,
2019-03-05 17:42,1.10288216605953E+018,None,None,3141030385,digibank,None,Sylesh Suryakumar!,IAmSSylesh,None,None,1,0,0,Please do.,,
2019-03-05 17:42,1.10288211417582E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Pravin,PravinrajLR,None,None,2,0,0,When you revamp that worst app?,,
2019-03-05 17:16,1.10287555241388E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Krishnendu Roy,ImKrishnenduRoy,None,None,1,0,0,Does that mean digibank customers can have cheque books and passbook?,,
2019-03-05 17:03,1.10287218929077E+018,None,None,3141030385 2716440095,digibank techsavy_1,None,Vijay Bhaskar EV,vijay_ev,None,None,1,0,0,Physical kyc in Hyderabad.. when!?,,
2019-03-05 15:50,1.10285399939124E+018,None,None,,,None,Abhishek Sood,abhisheksood7,None,None,1,0,0,@digibank Got a message of 625 Cashback if I spend more than 6250 before 31 March. But still havent received any Cashback. Kindly. Help.,,digibank
2019-03-05 14:36,1.10283521489878E+018,None,None,3141030385,digibank,None,Janmejay Mohapatra,janmejay4150,None,None,1,0,0,thanks. why dont you put this email id in the app as well as website?,,
2019-03-05 14:34,1.10283469969139E+018,None,None,,,None,Deepen Vasant,deeepn,None,None,1,0,0,"@digibank How can I request for an estatement, if I cannot wait till 10th of the month ?",,digibank
2019-03-05 14:27,1.10283308407507E+018,None,None,,,None,aniketJagtap,I_annyy,None,None,1,0,0,"@digibank @sachin_rt Where is your team to concern? Why your mobile application is outdated ,there are still old options shows in your applications.and why sachin sir advertise for your bank,is it for this stupid issue?? twitter.com/digibank/statu s/1098154191283990528 …",,digibank sachin_rt
2019-03-05 14:14,1.10282964543345E+018,None,None,3141030385 2152411651,digibank DBSBankIndia,None,Amit,techsavy_1,None,None,1,0,0,Is this also applicable for digibank too,,
2019-03-05 13:35,1.10282000898227E+018,None,None,,,None,Tomi Tegara,TomiTegara,None,None,1,0,0,@digibank how can i close my account digibank?,,digibank
2019-03-05 13:34,1.10281956002817E+018,None,None,3141030385,digibank,None,Janmejay Mohapatra,janmejay4150,None,None,1,0,0,the bot is useless,,
2019-03-05 13:29,1.10281840976553E+018,None,None,,,None,Nikhil Dhavale,nikhildhavale1,None,None,1,0,0,@digibank I have suggestion can you have option to get one statement for a financial year?,,digibank
2019-03-05 12:11,1.10279878262895E+018,None,None,3141030385,digibank,None,Save Memes,gauravd18,None,None,1,0,0,"Any scope of adding a cheque book feature in near future? I wont be switching if you guys have something planned for it in near time, might have to make a new account with cheque book facility",,
2019-03-05 02:56,1.10265900026329E+018,None,None,,,None,ANIKET,2203aniket,None,None,1,0,0,@digibank No agent is available in my pin code please tell me where are your branches near Kolkata I have opened account using your app and want to do full kyc,,digibank
2019-03-05 02:15,1.10264874066029E+018,None,None,,,None,Pradeep Belwal,ImPradeepBelwal,None,None,1,0,0,@digibank loos Debit card and forget NetBanking password how to order a new debit card,,digibank
2019-03-05 00:58,1.10262949367859E+018,None,None,,,None,Janmejay Mohapatra,janmejay4150,None,None,1,0,0,"@digibank where should one register an issue? no contact number, no email id.",,digibank
2019-03-04 22:48,1.10259661273437E+018,None,None,,,None,मकरंद (Makrand),makrand_san,None,None,1,0,0,@digibank ur internet baking is USELESS. Try to pay bill or click transfer......this is appearing from last 2 days straight. Fix the problem you maggots. ,,digibank
2019-03-04 17:56,1.10252331648784E+018,None,None,3141030385,digibank,None,Lokesh Varma,lvarma1998,None,None,1,0,0,I will wait????? But dont block my account !!!!!!! As I have only 5days for KYC! Or else provide me kyc as soon as possible!!! ,,
2019-03-04 16:51,1.10250691209094E+018,None,None,3141030385,digibank,None,PRAMITH SHETTY,SHETTYPRAMITH,None,None,0,0,1,Even in others bank it vil take 24hrs time frame,,
2019-03-04 16:36,1.10250300322592E+018,None,None,,,None,Deepak Kumar Vasudevan,lavanyadeepak,None,None,1,0,0,@digibank Can you help #waive the #Fingerprint recognition for #SeniorCitizens ?,waive Fingerprint SeniorCitizens,digibank
2019-03-04 16:35,1.10250284771369E+018,None,None,,,None,Deepak Kumar Vasudevan,lavanyadeepak,None,None,1,0,0,"@digibank Despite making sufficient number of #transactions on my account, I have not got any #cashback ...",transactions cashback,digibank
2019-03-04 13:33,1.10245713870048E+018,None,None,3141030385,digibank,None,Parthiban,parthibanguna,None,None,1,0,0,This create lot of issue an fradulant transaction. I need this option enabled via app only and disabled whenever needed,,
2019-03-04 13:10,1.10245128700058E+018,None,None,3141030385,digibank,None,PRAMITH SHETTY,SHETTYPRAMITH,None,None,1,0,0,"In other bank also refund within 24 hrs is automated process, why it is taking very long time for refund process in your bank",,
2019-03-04 12:52,1.10244664334804E+018,None,None,3141030385,digibank,None,Saroj Sahoo,Saroj_KSahoo,None,None,1,0,0,As Per communication offer end date was 31st Dec. So 60 days is already crossed but I didnt receive the Voucher till now.,,
2019-03-04 12:44,1.10244465280283E+018,None,None,3141030385,digibank,None,Lokesh Varma,lvarma1998,None,None,1,0,0,Tomorrow can I unlock my savings account or (verification process) can be done,,
2019-03-04 12:36,1.10244256757522E+018,None,None,3141030385,digibank,None,Sylesh Suryakumar!,IAmSSylesh,None,None,1,0,0,The information provided earlier most certainly wasnt the same. I was told the amount in question was stuck in some intermediary internal account of DBS.,,
2019-03-04 12:10,1.10243620166603E+018,None,None,,,None,Rajasekaran G,Bfledgling,None,None,1,0,0,@digibank - Fund transfer and Bill payment service is not working since 1st of March. Please looking to it ASAP and Help us with a better service.,,digibank
2019-03-04 12:08,1.10243571189707E+018,None,None,,,None,Varun Chandak,kintuparantu,None,None,1,0,0,"@digibank I havent transferred to my digibank account for a long time. If I add money, will it get deducted ?",,digibank
2019-03-04 11:21,1.10242390910888E+018,None,None,3141030385,digibank,None,Parthiban,parthibanguna,None,None,1,0,0,Team do i have an option to disable paywave on my debit card? I really need it be disabled,,
2019-03-03 22:28,1.10222933345487E+018,None,None,3141030385,digibank,None,Praneeth Ravikanti,praneethaccount,None,None,1,0,0,For Hyderabad any plans ?,,
2019-03-03 20:23,1.10219785756472E+018,None,None,,,None,daadpool,gambhirjoker,None,None,1,0,0,@digibank i am unable to transfer re in my dbs account through imps. Whenever i am sending amount it is credited back in my account,,digibank
2019-03-03 19:21,1.10218216881674E+018,None,None,3141030385,digibank,None,PRAMITH SHETTY,SHETTYPRAMITH,None,None,1,0,0,"But it is very time taking process, pls give any alternate solutions. In other bank they will refund within 24 hours.",,
2019-03-03 17:02,1.10214730046429E+018,None,None,,,None,Amit Bhattacharjee,amit270364,None,None,2,0,0,"@digibank Hi, cant pay SBI Credit Card. Pl make bank name - SBI Credit Card - NEFT available in the list of banks for adding as Payee. If there is an alternate way to pay using digibank, pl inform. Thanx",,digibank
2019-03-03 16:53,1.10214489551755E+018,None,None,3141030385,digibank,None,TANMOY 🇮🇳,tanmoym28849491,None,None,1,0,0,,,
2019-03-03 16:49,1.10214385381611E+018,None,None,3141030385,digibank,None,PRAMITH SHETTY,SHETTYPRAMITH,None,None,1,0,1,Thanks for your immediate support but 15 days is very long time to refund money.,,
2019-03-03 15:17,1.10212089037913E+018,None,None,3141030385,digibank,None,TANMOY 🇮🇳,tanmoym28849491,None,None,1,0,0,"Im not able to upi transfer, why?",,
2019-03-03 14:55,1.10211519773983E+018,None,None,3141030385,digibank,None,Bidisha Banerjee,onlybidisha,None,None,1,0,0,yeah I have submitted the details with the problem..now pls do me a favour pls tell me your customer care email id for digibank,,
2019-03-03 14:45,1.10211264920921E+018,None,None,3141030385,digibank,None,Ori Sugiarto,orisugiarto,None,None,1,0,0,"Lgi lagi diopernya ke situ dan ga pernah ditangani serius, hanya dapat email robot saja. So sad..",,
2019-03-03 13:06,1.10208775094007E+018,None,None,3141030385,digibank,None,PRAMITH SHETTY,SHETTYPRAMITH,None,None,1,0,0,Yes Pls call me back immediately,,
2019-03-03 10:14,1.10204451964878E+018,None,None,,,None,Kurniawan Husen,Kurni_ZenMaX,None,None,1,0,0,"@digibank Halo, saya mau nanya nih. Saldo saya ada IDR 200.472, tapi saya mau transfer ke bank lain sejumah IDR 10.472 kok muncul error Amount entered exceed your account balance of .... Kok bisa begitu ya Min? Itu juga simbol rupiahnya aneh gitu. Mohon dicek. Terima kasih. ",,digibank
2019-03-03 02:52,1.10193323989418E+018,None,None,3141030385,digibank,None,Javed جاوید,iam_javed,None,None,1,0,0,"Then why the heck you guys are misleading people with such SMSes, get chance to earn 5000 every month when its only 250rs?? ",,
2019-03-03 01:45,1.10191636891447E+018,None,None,,,None,Ashish Kohli,ashishkohli03,None,None,1,0,0,"@digibank I have not received my debit card raised last 15 days. Surprisingly, there is no way to contact a human using your app, phone or twitter DM. Pathetic!",,digibank
2019-03-03 00:09,1.10189233120317E+018,None,None,,,None,SACHCHITA ARYA,SachchitaArya,None,None,1,0,0,@digibank very very bad your app its mostly time verify device by Mobile number ..why this is happening ? And what is your customer care number ?,,digibank
2019-03-02 23:10,1.10187751213137E+018,None,None,3141030385,digibank,None,Ori Sugiarto,orisugiarto,None,None,1,0,0,Tolong dibantu dong saya ini sdh download aplikasinya di playstore mau daftar ya kok susah banget. Sedih.,,
2019-03-02 23:09,1.10187728787453E+018,None,None,3141030385 729925217359777792,digibank who_is_ali,None,Ori Sugiarto,orisugiarto,None,None,0,0,0,"Tolong dibantu dong min, mau daftar lewat aplikasi yg di playstore susah banget. -_-",,
2019-03-02 22:02,1.10186039591094E+018,None,None,3141030385,digibank,None,Sylesh Suryakumar!,IAmSSylesh,None,None,1,0,0,The information your colleague gave us was directly contradictory to what someone from your own team told us a while back. Whats happening?,,
2019-03-02 15:19,1.10175902952776E+018,None,None,3141030385,digibank,None,Amit,techsavy_1,None,None,1,0,0,The fund got credited few hours ago Thanks,,
2019-03-02 15:16,1.10175814777613E+018,None,None,3141030385,digibank,None,Sylesh Suryakumar!,IAmSSylesh,None,None,1,0,0,Now would be perfect.,,
2019-03-02 14:35,1.10174781543963E+018,None,None,3141030385,digibank,None,Javed جاوید,iam_javed,None,None,1,0,0,But its only 250rs showing for referring someone?,,
2019-03-02 14:22,1.10174445584821E+018,None,None,3141030385,digibank,None,Sylesh Suryakumar!,IAmSSylesh,None,None,1,0,0,"I received a call from your team an hour back. I was unavailable at the time, and am unable to call back that number. It land support with an IVR system. Theres only time till EOD tomorrow to resolve this, so perhaps you should consider scheduling a call this time around.",,
2019-03-02 14:21,1.1017444074626E+018,None,None,3141030385,digibank,None,Anil,MrAnilcreation,None,None,0,0,0,Okay thx,,
2019-03-02 12:25,1.1017150207469E+018,None,None,,,None,Amit,techsavy_1,None,None,1,0,0,@digibank inward fund still not credited neft done yesterday at 5.20pm,,digibank
2019-03-02 12:18,1.10171328050512E+018,None,None,,,None,Bidisha Banerjee,onlybidisha,None,None,1,0,0,@digibank every time I try to pay via tap to pay features on my dbs digibank card it always failed.After having a close look on my account statement I found that money got deducted every time and immediately refunded to my account. Help me,,digibank
2019-03-02 11:25,1.1016999345947E+018,None,None,,,None,Praneeth Ravikanti,praneethaccount,None,None,1,0,0,@digibank I dont see any loans option in Digi bank app. Will it be applicable for specific cities customers ? I am from Hyderabad,,digibank
2019-03-02 02:22,1.10156341279291E+018,None,None,,,None,Sudharshan suvarna,Sudharshan0808,None,None,1,0,0,@digibank when digibank savings account Will be available in MANGALORE...,,digibank
2019-03-01 23:41,1.10152281969808E+018,None,None,,,None,Javed جاوید,iam_javed,None,None,1,0,0,"@digibank How do I invite my friends, I have a lot of friends I can refer them & theyll use it, but neither I see any invite option on the app nor share/referral code. Please guide. ",,digibank
2019-03-01 21:32,1.10149038237686E+018,None,None,,,None,Anil,MrAnilcreation,None,None,1,0,0,@digibank do You Have Cash Deposit Machine In Your New Branch Near Western Express Highway in Chakala.,,digibank
2019-03-01 17:07,1.10142371787852E+018,None,None,3141030385,digibank,None,Sylesh Suryakumar!,IAmSSylesh,None,None,1,0,0,"Ive already already contacted you guys multiple times with the issue, to no avail. I have shared the same again, anyway. Lets hope you fix it at least this time. I have only 48 hours to go before my RBI Complaint Window closes, so I hope you guys expedite the resolution.",,
2019-03-01 15:43,1.10140248951619E+018,None,None,3141030385,digibank,None,Sohamjain,Jsohamm,None,None,1,0,0,Arrange a call i will explain with details on call,,
2019-03-01 15:23,1.10139752309512E+018,None,None,,,None,Amit,techsavy_1,None,None,1,0,0,@digibank when will we get the cash back of the digwali diwali offer as per term and condition it was supposed to be credited after 90 days.,,digibank
2019-03-01 13:42,1.10137202641623E+018,None,None,,,None,Abhay Maurya,abhaykm12,None,None,1,0,0,"@digibank My ac have been blocked without any reason, why ? OTP receive only on mob no.and not on email. Plz resolve my issue. A/c holder : Abhishek Rai :9870536220",,digibank
2019-03-01 12:14,1.10134999506672E+018,None,None,,,None,Avik Bhattacharjee,Tweet_Bong,None,None,1,0,0,@digibank can you help me with my a/c swift code,,digibank
2019-03-01 12:00,1.10134650710874E+018,None,None,,,None,Amit,techsavy_1,None,None,1,0,0,@digibank i got a emailer where there was a cash back offer during diwali the offer was digiwali and the cash back was to be credited after 90 days but still no update,,digibank
2019-03-01 09:40,1.10131133929154E+018,None,None,,,None,elen,siska88903,None,None,1,0,0,@digibank booth digibank di jakarta lokasi nya dimana saja ?,,digibank
2019-03-01 01:20,1.10118532450664E+018,None,None,3141030385,digibank,None,Masooque Ali Siddiqui,who_is_ali,None,None,1,0,0,How can I close my DigiBank account?,,
2019-02-28 23:53,1.10116341938485E+018,None,None,,,None,Kill Something,MaheshwariAnant,None,None,1,0,0,@digibank Yet another issue with your bank. Can someone please get in touch with me regarding this?,,digibank
2019-02-28 19:14,1.10109338120625E+018,None,None,,,None,JayaKrishna,jayakrishna9642,None,None,1,0,0,"@digibank Team, I sent the screenshots above Tweet and in the feedback section, there is no upload or attach file option to send you. Please take the screenshots from an above tweet. twitter.com/digibank/statu s/1101065844346499072 …",,digibank
2019-02-28 19:07,1.1010914669175E+018,None,None,,,None,Arvind Kumar ツ,justArv1nd,None,None,1,0,0,@digibank is this offer applicable on balance transfers to other bank accounts? - dbs.com/digibank/in/pr omotions/ccd-debit-card-offer.html#mdlKasistoChat …,mdlKasistoChat,digibank
2019-02-28 18:29,1.10108199710598E+018,None,None,3141030385,digibank,None,Saroj Sahoo,Saroj_KSahoo,None,None,1,0,0,Thanks for the update. Offer end date was 31st Dec or 10th Jan?,,
2019-02-28 16:21,1.10104970446758E+018,None,None,,,None,nikhil gaikwad,nikhil9860,None,None,1,0,0,@digibank hi i cannot se personal loan tab in digibank app could you please check . My email id is nikhil9860@gmail.com And contact number is 9970163545 And account number 881010399408,,digibank gmail
2019-02-28 16:20,1.10104945811927E+018,None,None,,,None,Saroj Sahoo,Saroj_KSahoo,None,None,1,0,0,@digibank In December there was an offer of winning Bookmyshow Gift Card if we add XX amount of money to a/c and keep it till Jan 10 + one DC transaction. I fulfilled that criteria but didnt get any voucher till now.,,digibank
2019-02-28 15:19,1.10103416962538E+018,None,None,,,None,Himanshu Jha,hk50903,None,None,1,0,0,@digibank I was told to get cashback as diwali offer after 90 days from 18th nov 2018 but didnt receive the cashback yet.,,digibank
2019-02-28 14:46,1.10102582905476E+018,None,None,,,None,Amit,techsavy_1,None,None,1,0,0,@digibank got a sms that digibank will be DBS BANKfrom 1st March 2019 so will there be any change in charges and average monthly balance,,digibank
2019-02-28 13:37,1.1010084079165E+018,None,None,3141030385,digibank,None,JayaKrishna,jayakrishna9642,None,None,0,0,0,"Dear Team, I have submited my feedback how much time will it take to resolve the query.",,
2019-02-28 13:34,1.10100762993608E+018,None,None,3141030385,digibank,None,Amit Bhattacharjee,amit270364,None,None,1,0,0,"Hi. I hv read the details but hv a doubt. If I just transfer Rs. 500 to my credit card a/c today using the Transfer option in digibank app, will I get digibucks?",,
2019-02-28 12:32,1.1009921916301E+018,None,None,3141030385,digibank,None,Sanketh Y S,SankethYS,None,None,1,0,0,What’s the GST and how do I get to know the exchange rate?,,
2019-02-28 11:55,1.10098273633081E+018,None,None,3141030385,digibank,None,ARUMUGAM,ArumugamAtr,None,None,1,0,0,Not clear,,
2019-02-28 11:52,1.10098196960359E+018,None,None,,,None,Jambukumar,JambukumarR,None,None,1,0,0,"@digibank Not able to log in to digibank app. It says exceeded login attempts, even after resetting the password.",,digibank
2019-02-28 10:13,1.10095701797853E+018,None,None,,,None,JayaKrishna,jayakrishna9642,None,None,2,0,0,@digibank @dbsbank DBS Digibank App and Desktop portals not working properly its throwing error saying something went wrong I didnt understand where its gone wrong its your end or my end. From past 1 week statements are not working and bill payouts not working.,,digibank dbsbank
2019-02-28 01:36,1.10082710455866E+018,None,None,3141030385,digibank,None,Simran Bhushan,Simran_Bhushan,None,None,1,0,0,No response I have received from your side.Still my problem is not solved.,,
2019-02-27 23:13,1.10079108585969E+018,None,None,,,None,Mr-PaLui Dot Net,MrPaLui,None,None,1,0,0,@digibank Saya Buka Rekening Digibank pake kode Promo DIGIJD kok sudah 1 bulan Vouchernya lom dikirim ya.??? emang harus nunggu berapa lama ?,,digibank
2019-02-27 22:34,1.10078129018024E+018,None,None,3141030385,digibank,None,Sanketh Y S,SankethYS,None,None,1,0,0,Also are there any charges which will incur on inward remittance?,,
2019-02-27 22:34,1.10078119286399E+018,None,None,3141030385,digibank,None,Sanketh Y S,SankethYS,None,None,1,0,0,Need to just provide account details or are there any SWIFT code or anything else to provide?,,
2019-02-27 19:52,1.10074054832167E+018,None,None,,,None,Syed Imran Razvi 9,SyedImranRazvi2,None,None,1,0,0,@digibank there was a debit of 200 inr from my account which I am not aware of . I got a text alert today for a transaction done on 13th Feb . Is my money being stolen . Digibot is useless it doesn’t help in any way . I want my money back or the account will be shut down .,,digibank
2019-02-27 19:28,1.10073449319789E+018,None,None,,,None,Amit Bhattacharjee,amit270364,None,None,1,0,0,"@digibank Hi, will I earn digibucks just by transferring Rs. 500 to any credit card a/c using Transfer option?",,digibank
2019-02-27 18:27,1.10071910627629E+018,None,None,3141030385,digibank,None,ARUMUGAM,ArumugamAtr,None,None,1,0,0,Not clear my probalam,,
2019-02-27 16:27,1.10068875755511E+018,None,None,,,None,Sahil Nirban,Sahil10853741,None,None,1,0,0,@digibank mere digi saving account me pese add nhi ho rhe hai ? Reply asap,,digibank
2019-02-27 16:07,1.10068394532522E+018,None,None,3141030385,digibank,None,Parthiban,parthibanguna,None,None,0,0,0,Sure thank thank you,,
2019-02-27 14:38,1.10066133228037E+018,None,None,3141030385,digibank,None,Ashwin Sinha,ashwin_tygr,None,None,1,0,0,So by when can I expect a person at my place for biometrics verification?,,
2019-02-27 13:13,1.10064005057903E+018,None,None,3141030385,digibank,None,Kaushik Mohanty,KMohanty,None,None,1,0,0,Sure. IN-Request-20190227-0171,,
2019-02-27 13:03,1.1006375552324E+018,None,None,,,None,Ashwin Sinha,ashwin_tygr,None,None,1,0,0,"@digibank Hi DBS India, can you please do biometric verification for my account 881030093119 which was created a week back. No one from your side has contacted for biometric verification till now. Raised multiple requests but no answers. Should I close my account?",,digibank
2019-02-27 12:00,1.10062165872793E+018,None,None,3141030385,digibank,None,Parthiban,parthibanguna,None,None,1,0,0,Thank you so much..,,
